,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,game_id
1778,Chaoui M.,ASS,3,1,0,3:35,1,1,0,0,1,1,0,2,-2,0,1,3,0,0,0,0,0,Qm3dXYC8
1779,Azouga B.,ASS,2,6,1,21:26,1,5,1,2,0,3,0,0,15,1,5,2,0,1,0,1,0,Qm3dXYC8
1780,Allal C.,ASS,1,1,0,3:56,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,Qm3dXYC8
1781,Bennis N.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1782,Camara A.,SLA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1783,El Madini A.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1784,El Masbahi Z.,ASS,0,3,1,14:26,0,1,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,Qm3dXYC8
1785,Jaddi H.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1786,Kaba A.,SLA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1787,Keita M.,SLA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1788,Mara D.,SLA,0,0,0,4:48,0,3,0,1,0,2,0,0,-7,0,0,0,1,1,0,0,0,Qm3dXYC8
1789,Najah A.,ASS,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1790,Sankhon M.,SLA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1791,Sidibe D.,SLA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qm3dXYC8
1792,Thomas C.,REG,24,5,0,37:52,7,16,2,5,5,11,5,5,-2,0,5,2,3,3,0,0,0,QmsRHgDL
1793,Crawford C.,SLA,20,2,6,40:00,8,17,4,10,4,7,0,0,-2,0,2,3,3,5,0,0,0,QmsRHgDL
1794,Nzeakor J.,SLA,17,9,1,35:38,4,11,4,10,0,1,9,13,7,3,6,2,0,1,1,1,0,QmsRHgDL
1795,Obekpa C.,SLA,17,14,4,40:00,7,11,6,10,1,1,2,2,-2,1,13,1,1,2,4,1,0,QmsRHgDL
1796,Miller D.,SLA,16,5,6,36:59,6,14,6,13,0,1,4,7,1,1,4,2,2,3,0,2,0,QmsRHgDL
1797,Nshobozwabyosenumukiza J.,REG,15,3,4,24:56,5,9,3,5,2,4,3,3,4,0,3,3,4,3,0,0,0,QmsRHgDL
1798,Ndayisaba D.,REG,13,8,1,26:34,6,14,5,9,1,5,0,0,4,5,3,3,0,1,1,1,0,QmsRHgDL
1799,Mbaye S.,SLA,11,3,0,21:29,4,8,3,4,1,4,2,2,-4,0,3,2,0,3,0,0,0,QmsRHgDL
1800,Walker A.,REG,11,7,0,31:03,5,9,5,9,0,0,1,2,2,3,4,2,0,4,1,0,0,QmsRHgDL
1801,Filer A.,REG,6,0,7,28:30,3,10,3,7,0,3,0,0,2,0,0,2,0,1,0,0,0,QmsRHgDL
1802,Shyaka O.,REG,5,3,1,10:24,2,4,1,1,1,3,0,0,-3,1,2,1,0,0,0,0,0,QmsRHgDL
1803,Kambuy P.,REG,4,4,0,17:37,2,5,2,4,0,1,0,0,-3,1,3,5,1,1,1,2,0,QmsRHgDL
1804,Mpoyo A.,REG,3,4,1,11:12,1,3,0,1,1,2,0,0,2,0,4,1,0,0,0,1,0,QmsRHgDL
1805,Kaje E.,REG,2,1,2,8:30,0,3,0,3,0,0,2,2,2,1,0,2,0,0,1,1,0,QmsRHgDL
1806,Ighodovja J.,REG,0,0,0,3:22,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,QmsRHgDL
1807,Kaba A.,SLA,0,0,0,1:56,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,QmsRHgDL
1808,Thomas C.,REG,38,4,4,38:23,13,21,9,13,4,8,8,8,-2,1,3,4,1,2,0,0,0,QuXzOljP
1809,Randle J.,USM,32,2,3,35:10,12,20,8,14,4,6,4,4,8,1,1,2,3,7,0,0,0,QuXzOljP
1810,Filer A.,REG,21,3,2,37:44,8,15,5,8,3,7,2,4,-12,1,2,5,0,6,0,0,0,QuXzOljP
1811,Thomas I.,USM,17,7,1,28:44,6,12,1,3,5,9,0,0,9,0,7,3,0,1,1,0,0,QuXzOljP
1812,Lahyani F.,USM,11,5,3,23:22,2,2,1,1,1,1,6,8,2,0,5,5,0,3,0,0,0,QuXzOljP
1813,Slimane R.,USM,9,5,3,30:54,2,7,2,2,0,5,5,6,8,1,4,2,2,0,0,0,0,QuXzOljP
1814,Ghayaza M.,USM,8,4,1,26:31,3,4,3,4,0,0,2,2,-1,1,3,1,1,1,0,0,0,QuXzOljP
1815,Kambuy P.,REG,6,3,0,20:20,3,3,3,3,0,0,0,3,-17,1,2,2,0,0,0,0,0,QuXzOljP
1816,Kamka-Chomke U.,REG,6,4,1,19:40,2,4,2,3,0,1,2,4,12,1,3,3,1,1,0,0,0,QuXzOljP
1817,Hagumintwari S.,REG,5,1,2,12:42,2,4,1,2,1,2,0,0,11,1,0,2,1,1,0,0,0,QuXzOljP
1818,Bouallegue A.,USM,3,1,3,17:49,1,3,0,0,1,3,0,0,12,0,1,4,1,0,0,0,0,QuXzOljP
1819,Graham D.,REG,3,7,3,25:58,1,3,1,2,0,1,1,1,-21,2,5,4,1,5,0,0,0,QuXzOljP
1820,Chennoufi Z.,USM,2,2,1,7:53,0,3,0,1,0,2,2,2,-1,1,1,1,0,0,0,0,0,QuXzOljP
1821,Chouaya L.,USM,2,1,3,14:49,1,3,1,1,0,2,0,0,6,1,0,3,1,1,0,0,0,QuXzOljP
1822,Mahemli H.,USM,0,0,1,10:36,0,2,0,0,0,2,0,0,-14,0,0,0,0,0,0,0,0,QuXzOljP
1823,Marnaoui O.,USM,0,0,0,4:12,0,2,0,0,0,2,0,0,-4,0,0,0,0,0,0,0,0,QuXzOljP
1824,Ndayisaba D.,REG,0,7,2,29:52,0,6,0,3,0,3,0,0,0,1,6,0,0,2,0,1,0,QuXzOljP
1825,Nshobozwabyosenumukiza J.,REG,0,3,1,15:23,0,5,0,1,0,4,0,0,4,1,2,1,1,0,0,0,0,QuXzOljP
1826,Saleh E. A.,ALA,21,6,3,30:51,8,15,6,8,2,7,3,6,13,0,6,3,0,1,0,0,0,rcmHps9R
1827,Omot N.,ALA,16,3,2,31:03,4,8,4,7,0,1,8,10,-1,0,3,3,2,0,0,0,0,rcmHps9R
1828,Amayo K.,STA,15,3,5,33:33,5,11,3,6,2,5,3,7,-7,2,1,4,2,5,0,1,0,rcmHps9R
1829,Berthe S.,STA,14,5,4,35:22,4,17,3,9,1,8,5,6,-7,1,4,4,0,3,0,2,0,rcmHps9R
1830,Diarra A.,STA,13,10,1,24:10,5,12,5,11,0,1,3,4,-3,5,5,5,0,2,2,1,0,rcmHps9R
1831,Thompson M.,ALA,12,2,4,28:23,3,9,3,3,0,6,6,9,4,1,1,5,0,2,0,0,0,rcmHps9R
1832,Fakuade M.,ALA,10,4,2,20:36,3,5,2,4,1,1,3,4,-2,2,2,3,1,2,1,0,0,rcmHps9R
1833,Wilkins J. W.,STA,8,6,0,21:20,1,6,0,1,1,5,5,6,-3,0,6,4,0,0,0,0,0,rcmHps9R
1834,Foster G. C.,STA,7,3,6,20:10,2,4,2,3,0,1,3,6,-4,1,2,2,0,1,0,0,0,rcmHps9R
1835,Sissouma B.,STA,7,5,0,16:21,2,5,1,2,1,3,2,2,0,2,3,1,0,1,0,0,0,rcmHps9R
1836,Webster C.,ALA,7,3,2,18:10,3,9,2,6,1,3,0,0,-1,0,3,4,0,4,0,1,0,rcmHps9R
1837,Chinyelu R.,STA,5,3,0,18:09,1,4,1,4,0,0,3,4,-4,2,1,3,3,2,1,0,0,rcmHps9R
1838,Keita M.,STA,4,4,3,18:53,1,4,1,4,0,0,2,2,-2,0,4,1,0,2,0,0,0,rcmHps9R
1839,Said S.,ALA,4,3,1,8:03,2,4,2,4,0,0,0,0,-1,0,3,1,1,1,0,1,0,rcmHps9R
1840,Ismail A.,ALA,3,5,0,13:15,1,1,1,1,0,0,1,2,-2,2,3,2,0,2,0,0,0,rcmHps9R
1841,Oraby O.,ALA,2,5,0,17:38,1,4,1,3,0,1,0,2,12,1,4,4,0,2,3,1,0,rcmHps9R
1842,Zahran A.,ALA,2,5,3,17:54,1,2,1,1,0,1,0,0,10,1,4,2,1,1,0,0,0,rcmHps9R
1843,El Gendy A.,ALA,1,1,0,7:18,0,1,0,0,0,1,1,2,-2,0,1,0,0,1,0,0,0,rcmHps9R
1844,Aboelnasr M.,ALA,0,0,0,6:49,0,1,0,1,0,0,0,0,-5,0,0,0,0,0,0,0,0,rcmHps9R
1845,Keita M.,STA,0,0,0,12:02,0,3,0,1,0,2,0,0,5,0,0,4,0,0,0,0,0,rcmHps9R
1846,Harouna A.,ABI,25,6,1,38:34,9,19,4,8,5,11,2,2,7,1,5,3,2,5,0,0,0,rcV6m8EC
1847,Fofana M.,ABI,21,10,1,31:21,7,16,4,8,3,8,4,4,2,0,10,1,0,1,0,0,0,rcV6m8EC
1848,Stoglin T.,DOU,21,0,1,35:13,7,18,6,11,1,7,6,8,-6,0,0,2,2,3,0,1,0,rcV6m8EC
1849,Crawford C.,DOU,17,7,3,36:54,5,12,2,5,3,7,4,6,-3,0,7,4,1,3,0,1,0,rcV6m8EC
1850,Konate S.,ABI,9,7,2,30:53,2,8,1,3,1,5,4,4,-1,1,6,3,2,4,0,1,0,rcV6m8EC
1851,Ochereobia M.,DOU,9,10,1,25:50,4,9,4,9,0,0,1,2,3,5,5,3,0,3,1,1,0,rcV6m8EC
1852,Robinson A. D. J.,ABI,8,5,6,26:06,3,7,3,4,0,3,2,4,12,0,5,4,1,3,1,0,0,rcV6m8EC
1853,Maluach K.,DOU,7,11,1,20:24,3,4,2,2,1,2,0,0,-4,4,7,2,0,3,0,0,0,rcV6m8EC
1854,Kra U.,ABI,6,0,1,10:33,2,5,1,2,1,3,1,2,6,0,0,3,4,1,0,0,0,rcV6m8EC
1855,Boissy J.,DOU,5,2,2,17:11,1,11,0,4,1,7,2,2,-6,0,2,3,4,1,0,0,0,rcV6m8EC
1856,Osei B.,DOU,4,2,0,14:10,2,5,2,5,0,0,0,2,-9,1,1,1,1,2,0,2,0,rcV6m8EC
1857,Bile C.,ABI,3,1,0,8:39,1,4,1,2,0,2,1,2,4,1,0,1,0,2,0,0,0,rcV6m8EC
1858,Dienf M.,DOU,3,0,0,0:24,1,1,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,rcV6m8EC
1859,Kone F.,ABI,2,2,2,13:54,1,3,1,2,0,1,0,0,-6,2,0,0,0,1,0,0,0,rcV6m8EC
1860,Ndiaye B.,DOU,2,5,0,15:33,1,5,1,2,0,3,0,2,-3,1,4,1,0,2,0,0,0,rcV6m8EC
1861,Ndour A.,DOU,2,2,4,22:49,1,5,1,5,0,0,0,2,0,1,1,2,4,1,0,0,0,rcV6m8EC
1862,Obekpa C.,ABI,2,8,4,34:06,1,1,1,1,0,0,0,0,5,2,6,3,2,2,4,0,0,rcV6m8EC
1863,Fall S. D.,DOU,0,5,0,11:32,0,1,0,1,0,0,0,0,-7,2,3,1,0,0,0,0,0,rcV6m8EC
1864,Kone M.,ABI,0,0,1,2:46,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,rcV6m8EC
1865,Sylla H.,ABI,0,1,0,3:08,0,1,0,1,0,0,0,0,-2,1,0,0,0,1,0,0,0,rcV6m8EC
1866,Preston B.,CAP,23,14,4,36:58,7,15,7,14,0,1,9,9,0,1,13,2,3,1,0,2,0,rgaxUKND
1867,Kiir M.,COB,22,9,2,34:42,9,17,7,12,2,5,2,3,5,2,7,4,0,3,0,0,0,rgaxUKND
1868,Ganapamo E.,CAP,19,0,1,34:29,7,19,6,13,1,6,4,5,1,0,0,2,3,1,0,0,0,rgaxUKND
1869,Wek N.,COB,17,4,3,32:46,7,15,5,7,2,8,1,4,-1,3,1,3,2,3,0,0,0,rgaxUKND
1870,Artis J.,CAP,16,6,0,31:50,5,9,4,5,1,4,5,8,-3,1,5,2,0,6,0,0,0,rgaxUKND
1871,Prinsloo P.,CAP,14,3,3,34:01,4,14,1,8,3,6,3,4,2,2,1,4,1,0,0,4,0,rgaxUKND
1872,Wang P.,COB,14,4,13,40:00,5,12,4,6,1,6,3,7,-4,1,3,4,2,4,0,0,0,rgaxUKND
1873,Hampton L.,COB,10,11,1,24:23,5,7,5,7,0,0,0,1,-2,3,8,5,0,1,2,0,0,rgaxUKND
1874,Harrington J.,COB,10,6,4,29:09,2,10,2,6,0,4,6,6,-11,2,4,2,2,2,0,0,0,rgaxUKND
1875,Kabongo M.,CAP,7,5,7,29:30,2,5,2,4,0,1,3,6,4,0,5,5,4,3,0,0,0,rgaxUKND
1876,Maluach K.,COB,5,4,0,18:39,2,3,2,3,0,0,1,4,-6,1,3,0,1,0,4,0,0,rgaxUKND
1877,Sibanyoni N.,CAP,4,3,0,16:11,2,2,2,2,0,0,0,2,9,2,1,4,1,0,0,0,0,rgaxUKND
1878,Deng D.,COB,1,1,0,9:30,0,3,0,0,0,3,1,2,-8,0,1,2,0,1,0,0,0,rgaxUKND
1879,Dieu G.,COB,0,2,2,10:51,0,2,0,1,0,1,0,0,7,1,1,4,0,2,0,0,0,rgaxUKND
1880,Myburgh B.,CAP,0,1,1,11:31,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,0,rgaxUKND
1881,Selepe L.,CAP,0,0,0,5:31,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,rgaxUKND
1882,Fula R.,ESP,29,8,5,39:42,12,23,8,12,4,11,1,2,12,3,5,2,1,0,1,0,0,rHsPKGp0
1883,Preston B.,CAP,25,8,5,36:14,10,16,9,13,1,3,4,5,-4,2,6,5,2,4,2,0,0,rHsPKGp0
1884,Prinsloo P.,CAP,21,11,2,38:13,6,16,2,7,4,9,5,6,7,3,8,2,0,2,1,0,0,rHsPKGp0
1885,Kapongo D.,ESP,20,10,6,35:37,7,18,3,6,4,12,2,5,12,1,9,4,1,2,0,0,0,rHsPKGp0
1886,Ambanza N.,ESP,17,4,9,34:05,6,16,5,12,1,4,4,6,11,2,2,0,1,2,0,0,0,rHsPKGp0
1887,Ganapamo E.,CAP,13,6,3,39:12,5,16,2,8,3,8,0,0,-9,2,4,2,2,2,0,0,0,rHsPKGp0
1888,Kabongo M.,CAP,12,8,5,39:40,3,14,2,6,1,8,5,7,-15,0,8,2,3,5,0,0,0,rHsPKGp0
1889,Okarafor E.,ESP,12,14,4,32:39,5,13,5,13,0,0,2,2,12,7,7,4,2,0,4,0,0,rHsPKGp0
1890,Tshimbau J.,ESP,8,3,2,25:46,3,9,2,4,1,5,1,2,15,1,2,0,0,1,0,0,0,rHsPKGp0
1891,Artis J.,CAP,7,2,0,14:40,3,5,2,4,1,1,0,0,26,1,1,0,1,0,0,0,0,rHsPKGp0
1892,Diop M.,CAP,6,4,0,7:48,1,2,1,2,0,0,4,6,0,2,2,1,0,0,0,0,0,rHsPKGp0
1893,Mandiangu J.,ESP,3,6,1,16:09,1,7,1,7,0,0,1,2,-5,6,0,3,2,3,0,0,0,rHsPKGp0
1894,Myburgh B.,CAP,3,0,2,16:48,1,3,0,0,1,3,0,0,-4,0,0,1,2,0,0,0,0,rHsPKGp0
1895,Selepe L.,CAP,3,0,0,5:21,1,2,0,0,1,2,0,0,-6,0,0,0,0,0,0,0,0,rHsPKGp0
1896,Ilunga B.,ESP,2,2,0,7:19,0,5,0,1,0,4,2,2,-5,0,2,0,0,0,0,0,0,rHsPKGp0
1897,Isungu E.,ESP,2,5,0,9:22,1,4,1,4,0,0,0,0,-9,4,1,1,0,2,0,0,0,rHsPKGp0
1898,Mofokeng L.,CAP,2,0,1,17:51,1,1,1,1,0,0,0,0,-4,0,0,1,0,1,0,0,0,rHsPKGp0
1899,Suke H.,ESP,2,1,2,6:48,1,1,1,1,0,0,0,0,5,0,1,2,0,0,0,0,0,rHsPKGp0
1900,Mwamba A.,ESP,1,0,0,4:07,0,0,0,0,0,0,1,2,-12,0,0,0,0,0,0,0,0,rHsPKGp0
1901,Bobo Mel G.,ESP,0,3,0,4:07,0,2,0,1,0,1,0,0,-12,0,3,2,0,3,0,0,0,rHsPKGp0
1902,Kasasa B.,ESP,0,0,1,9:19,0,3,0,0,0,3,0,0,-4,0,0,1,0,0,0,0,0,rHsPKGp0
1903,Reid L.,CAP,0,1,0,9:13,0,0,0,0,0,0,0,0,-11,0,1,1,0,0,3,0,0,rHsPKGp0
1904,Diarra A.,STA,22,10,2,26:09,8,16,8,16,0,0,6,12,20,4,6,4,5,2,0,1,0,SlJ2J8bt
1905,Konate S.,ABI,19,8,1,28:21,5,8,1,3,4,5,5,5,-21,2,6,2,1,5,0,0,0,SlJ2J8bt
1906,Harouna A.,ABI,15,3,0,28:40,4,13,3,4,1,9,6,6,-19,0,3,4,1,6,0,1,0,SlJ2J8bt
1907,Wilkins J. W.,STA,12,3,0,14:08,4,5,2,2,2,3,2,2,-5,1,2,2,0,2,0,0,0,SlJ2J8bt
1908,Traore N.,STA,11,2,1,13:18,4,7,3,5,1,2,2,2,2,0,2,2,1,0,0,1,0,SlJ2J8bt
1909,Berthe S.,STA,10,2,7,28:15,4,11,2,6,2,5,0,0,16,0,2,4,3,4,0,0,0,SlJ2J8bt
1910,Keita M.,STA,10,6,4,21:48,4,7,2,3,2,4,0,0,9,1,5,4,2,1,0,0,0,SlJ2J8bt
1911,Kra U.,ABI,10,3,1,14:07,3,6,1,3,2,3,2,2,1,0,3,1,0,0,0,0,0,SlJ2J8bt
1912,Amayo K.,STA,8,5,8,29:20,4,12,4,7,0,5,0,0,16,1,4,1,0,2,0,1,0,SlJ2J8bt
1913,Chinyelu R.,STA,8,13,2,25:27,4,8,4,8,0,0,0,1,13,4,9,2,3,2,1,0,0,SlJ2J8bt
1914,Diarra I.,ABI,8,2,0,11:47,2,7,2,6,0,1,4,6,6,0,2,0,1,1,1,0,0,SlJ2J8bt
1915,Bile C.,ABI,6,3,0,10:25,2,8,2,6,0,2,2,4,-8,1,2,3,0,2,0,1,0,SlJ2J8bt
1916,Robinson A. D. J.,ABI,6,8,8,25:40,2,6,2,4,0,2,2,6,-15,2,6,0,1,1,1,0,0,SlJ2J8bt
1917,Fofana M.,ABI,5,2,1,32:09,2,8,1,3,1,5,0,0,-12,1,1,2,1,0,1,1,0,SlJ2J8bt
1918,Brigeforth B.,STA,4,2,1,14:16,2,3,2,3,0,0,0,0,10,1,1,2,0,0,2,0,0,SlJ2J8bt
1919,Konate T.,STA,3,0,0,6:50,1,3,0,1,1,2,0,0,5,0,0,0,1,1,0,1,0,SlJ2J8bt
1920,Keita M.,STA,2,2,3,20:29,1,6,1,5,0,1,0,0,9,1,1,2,0,2,0,0,0,SlJ2J8bt
1921,Kone M.,ABI,2,5,0,26:41,1,3,1,3,0,0,0,0,-17,2,3,2,0,4,0,0,0,SlJ2J8bt
1922,Kone F.,ABI,0,1,3,14:20,0,2,0,1,0,1,0,0,-4,0,1,1,2,1,0,0,0,SlJ2J8bt
1923,Obekpa C.,ABI,0,0,1,5:43,0,1,0,1,0,0,0,0,-3,0,0,2,1,2,1,0,0,SlJ2J8bt
1924,Sissouma B.,STA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SlJ2J8bt
1925,Sylla H.,ABI,0,0,0,2:07,0,0,0,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,SlJ2J8bt
1926,Morais C.,PET,34,6,2,35:38,11,18,3,6,8,12,4,7,6,3,3,1,0,1,0,0,0,SrGhS3sB
1927,Omot N.,ALA,25,2,2,34:14,8,18,3,9,5,9,4,5,3,0,2,2,0,5,1,1,0,SrGhS3sB
1928,Webster C.,ALA,22,3,8,28:58,7,10,1,1,6,9,2,3,12,0,3,1,0,0,0,0,0,SrGhS3sB
1929,Ismail A.,ALA,17,7,0,25:31,8,11,8,9,0,2,1,2,3,3,4,3,0,0,0,0,0,SrGhS3sB
1930,Dundao C.,PET,13,2,4,23:08,4,8,1,3,3,5,2,2,2,0,2,3,1,1,0,0,0,SrGhS3sB
1931,Thompson M.,ALA,13,2,3,32:45,4,7,0,0,4,7,1,1,-13,0,2,2,2,0,0,0,0,SrGhS3sB
1932,Diabate M.,PET,11,1,2,16:25,4,5,3,4,1,1,2,2,-6,0,1,1,0,2,0,0,0,SrGhS3sB
1933,Domingos G.,PET,11,1,0,7:27,4,5,1,1,3,4,0,1,3,0,1,0,0,1,0,0,0,SrGhS3sB
1934,Pedro J.,PET,7,4,2,20:27,2,3,2,3,0,0,3,6,0,0,4,1,1,1,1,0,0,SrGhS3sB
1935,Zahran A.,ALA,5,6,3,19:28,2,8,1,5,1,3,0,0,1,2,4,2,1,0,0,0,0,SrGhS3sB
1936,Goncalves L.,PET,4,3,3,31:54,2,4,2,3,0,1,0,0,-4,1,2,2,0,4,0,0,0,SrGhS3sB
1937,Hollis D.,PET,4,4,1,18:14,1,5,1,3,0,2,2,2,0,2,2,5,0,3,0,1,0,SrGhS3sB
1938,Majok A.,PET,4,3,5,19:33,1,3,1,3,0,0,2,4,1,0,3,1,1,1,0,0,0,SrGhS3sB
1939,Saleh E. A.,ALA,4,3,3,20:03,2,6,2,4,0,2,0,0,-2,1,2,4,0,3,0,0,0,SrGhS3sB
1940,Gakou A.,PET,3,4,2,21:10,1,4,0,2,1,2,0,0,1,1,3,1,0,0,0,0,0,SrGhS3sB
1941,Aboelnasr M.,ALA,2,2,1,13:44,1,1,1,1,0,0,0,0,-5,2,0,3,0,0,0,0,0,SrGhS3sB
1942,Oraby O.,ALA,2,2,0,14:11,1,1,1,1,0,0,0,0,-2,0,2,2,1,2,0,0,0,SrGhS3sB
1943,Bastos P.,PET,0,1,1,6:06,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,SrGhS3sB
1944,El Gendy A.,ALA,0,0,0,5:03,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,SrGhS3sB
1945,Said S.,ALA,0,1,0,6:04,0,3,0,1,0,2,0,0,-6,1,0,0,0,0,0,0,0,SrGhS3sB
1946,Sosa E.,ZAM,27,2,2,31:22,10,22,7,13,3,9,4,4,23,0,2,0,0,1,0,1,0,t20SJz06
1947,Eyaga B.,FAP,17,8,0,29:43,7,12,5,8,2,4,1,2,-8,4,4,3,0,1,1,0,0,t20SJz06
1948,Tsangue C.,FAP,16,9,1,33:03,7,13,6,9,1,4,1,3,-17,1,8,3,1,1,0,1,0,t20SJz06
1949,Diogu I.,ZAM,13,11,0,26:02,4,10,1,2,3,8,2,2,7,1,10,1,0,1,0,0,0,t20SJz06
1950,Almeida J.,FAP,10,5,0,25:18,4,13,3,7,1,6,1,1,-6,1,4,1,1,4,0,0,0,t20SJz06
1951,McKinney M.,ZAM,10,5,5,22:29,4,8,4,7,0,1,2,2,12,2,3,2,2,1,0,1,0,t20SJz06
1952,Mahmoud A.,ZAM,9,10,5,29:39,4,5,4,5,0,0,1,1,18,3,7,2,2,1,2,0,0,t20SJz06
1953,Hussein O.,ZAM,6,2,1,16:36,0,3,0,2,0,1,6,6,2,1,1,3,0,2,0,0,0,t20SJz06
1954,Morman D.,FAP,6,1,3,20:37,1,8,1,5,0,3,4,6,-7,1,0,1,3,3,1,0,0,t20SJz06
1955,Yasser A.,ZAM,6,3,0,10:52,2,3,0,0,2,3,0,0,9,0,3,0,0,2,0,0,0,t20SJz06
1956,Akumenzoh E.,FAP,4,3,1,19:37,2,9,2,8,0,1,0,0,-8,1,2,1,1,0,0,0,0,t20SJz06
1957,Ndjonga Y.,FAP,4,2,1,9:41,2,2,2,2,0,0,0,0,-2,1,1,0,0,1,0,0,0,t20SJz06
1958,Strawberry D.,ZAM,4,2,3,25:50,2,8,2,4,0,4,0,0,3,0,2,2,0,1,0,0,0,t20SJz06
1959,Byers T.,FAP,2,0,0,1:05,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,t20SJz06
1960,Elmekawi M.,ZAM,2,2,0,7:05,1,1,1,1,0,0,0,0,-5,0,2,1,0,2,0,0,0,t20SJz06
1961,Tametong E.,FAP,2,3,0,10:39,1,7,1,4,0,3,0,0,-15,1,2,0,1,0,0,0,0,t20SJz06
1962,Wangmene A.,FAP,2,8,2,30:54,1,6,1,6,0,0,0,2,0,3,5,4,0,3,1,1,0,t20SJz06
1963,Azab A.,ZAM,0,3,1,11:38,0,3,0,1,0,2,0,0,3,1,2,1,1,3,0,0,0,t20SJz06
1964,El Sayed A.,ZAM,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t20SJz06
1965,Elmashad H.,ZAM,0,1,0,6:22,0,2,0,1,0,1,0,0,-1,0,1,2,1,1,0,0,0,t20SJz06
1966,Essome P.,FAP,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t20SJz06
1967,Kamka-Chomke U.,FAP,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t20SJz06
1968,Liale C.,FAP,0,3,4,19:23,0,6,0,4,0,2,0,0,-7,2,1,0,2,0,0,0,0,t20SJz06
1969,Mboup K.,ZAM,0,2,0,2:48,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,t20SJz06
1970,Mohamed E.,ZAM,0,2,0,9:17,0,4,0,2,0,2,0,0,-2,1,1,1,1,1,0,1,0,t20SJz06
1971,Tankoua P.,FAP,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t20SJz06
1972,Jones F.,CIT,22,5,3,31:41,7,15,5,8,2,7,6,6,-15,0,5,3,0,2,0,1,0,tCPIFQc5
1973,Justice J.,CIT,20,8,5,32:01,6,17,4,6,2,11,6,6,-10,1,7,1,0,2,0,0,0,tCPIFQc5
1974,Gakou A.,PET,16,6,0,18:12,6,13,2,4,4,9,0,0,4,2,4,2,0,0,0,0,0,tCPIFQc5
1975,Dundao C.,PET,11,3,1,18:22,2,9,0,1,2,8,5,6,11,0,3,2,1,0,0,0,0,tCPIFQc5
1976,Hollis D.,PET,11,10,0,22:05,3,7,1,3,2,4,3,3,14,1,9,3,0,1,1,1,0,tCPIFQc5
1977,Morais C.,PET,11,7,3,25:06,4,10,3,5,1,5,2,2,16,3,4,1,2,0,0,0,0,tCPIFQc5
1978,Odeke T.,CIT,10,3,1,26:03,4,6,2,2,2,4,0,0,-25,2,1,4,0,0,0,0,0,tCPIFQc5
1979,Diabate M.,PET,9,3,4,23:20,3,5,2,3,1,2,2,2,14,0,3,0,1,2,0,0,0,tCPIFQc5
1980,Goncalves L.,PET,9,8,4,25:47,3,6,2,3,1,3,2,2,0,2,6,2,1,2,0,0,0,tCPIFQc5
1981,Majok A.,PET,8,8,5,22:52,2,6,2,5,0,1,4,5,9,3,5,5,0,5,2,1,0,tCPIFQc5
1982,Pedro J.,PET,8,1,1,16:51,4,4,4,4,0,0,0,0,9,1,0,1,0,1,1,0,0,tCPIFQc5
1983,Roebuck Jr. G.,CIT,6,8,2,28:20,3,13,3,11,0,2,0,2,-18,1,7,1,3,0,0,3,0,tCPIFQc5
